Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
700295,"г. Минск, ул. Я. Лучины, 60",,"M, V, L","M, L",53.837777777778,27.58561111
700297,"г. Минск, ул. Лобанка, 58",,"M, V, L","M, L",53.897897222222,27.43279167
700298,"г. Минск, ул. Карвата, 35",,"M, V, L",M,53.909327777778,27.67611667
700300,"аг. Озерцо, МКАД 28 км",,"M, V, L",,53.850111111111,27.42136111
700301,"г. Минск, ул. Монтажников, 6",,"M, V, L","M, L",53.872722222222,27.40147222
700302,"г. Минск, ул. Бачило, 9",,"M, V, L","M, L",53.841333333333,27.70033333
700303,"г. Минск, ул. Курчатова, 8",,"M, V, L","M, L",53.838444444444,27.47147222
700304,"н.п. Сеница, ул. Набережная",,"M, V, L","M, L",53.822388888889,27.51877778
700305,"г. Минск, п/у Колядичи, ул. Бабушкина, 6",,"M, V, L",,53.821305555556,27.57886111
700306,"аг. Прилуки, ул. Мира, 2",,"M, V, L",M,53.79725,27.45594444
700308,"п. Колядичи, ул. Бабушкина, 54",,"M, V, L","M, L",53.808944444444,27.58688889
700311,д. Тростенец,,"M, V, L",M,53.860333333333,27.70388889
700312,аг. Гатово,,"M, V, L","M, L",53.773055555556,27.64994444
700314,"г. Минск, м-н Сокол, ул. Березогорская, 9",,"M, V, L",M,53.871777777778,27.90466667
700315,"г. Привольный, Мира, Гостиница, 2",,"M, V, L",M,53.795638888889,27.79688889
700316,"район д. Прилесье, 47/25, Луговослободской с/с",,"M, V, L",,53.838777777778,27.78902778
700317,"аг. Колодищи, ул. Минская, 10",,"M, V, L",,53.956944444444,27.78169444
700321,д. Поповичи,,"M, V, L",M,53.808888888889,27.34830556
700322,"г. Фаниполь, ул. Заводская, 37а",,"M, V, L","M, L",53.738583333333,27.32813889
700327,"г. Фаниполь, ул. Комсомольская, 43",,"M, V, L","M, L",53.740888888889,27.31919444
700330,"г. Минск, пер. Лесной, 31",,"M, V, L",M,54.004638888889,27.69511111
700334,"аг. Новый Двор, ул. Центральная",,"M, V, L",,53.812527777778,27.66158333
700337,д. Канютичи,,"M, V, L","M, L",53.792555555556,27.53319444
700343,"г. Минск, ул. Железнодорожная, 136-3",,"M, V, L","M, L",53.875444444444,27.4995
700344,"г. Минск, ул. Пимена Панченко, 19",,"M, V, L",M,53.888444444444,27.41502778
700348,"г. Минск, ул. Наполеона Орды, д. 53",,"M, V, L",,53.850194457988,27.488250042486
700349,"г. Минск, ул. Беды д.11 к.1.",,"M, V, L",,53.932491650648,27.584627724279
700350,"аг. Сёмково, ул. Центральная, 3",,"M, V, L",M,54.023722222222,27.434
700351,"г. Минск, ул. Гинтовта, 28",,"M, V, L",M,53.950719444444,27.67746944
700352,"г. Минск, ул. Никифорова, 3",,"M, V, L","M, L",53.9395,27.68911111
700353,"г. Минск, ул. Рогачевская, 12",,"M, V, L",M,53.948666666667,27.72205556
700354,"аг. Колодищи, ул. Марины Молокович, 25",,"M, V, L",,53.931583333333,27.76033333
700355,"г. Минск, пр-т Независимости, 181",,"M, V, L","M, L",53.946986111111,27.68967778
700356,"Минская обл., Минский р-н, пересечение Логойского тракта и МКАД",,"M, V, L","M, L",53.964083314857,27.62548885
700357,"г. Минск, ул. Фогеля, 19",,"M, V, L",,53.955333364798,27.74080552398
700358,"г. Минск, ул. Водолажского, 6",,"M, V, L","M, L",53.942694444444,27.70813889
700359,"г. Минск, ул. Уручская, 19",,"M, V, L","M, L",53.954888888889,27.69497222
700360,"г. Минск, ул. Гинтовта, 12А",,"M, V, L","M, L",53.948425,27.6726
700361,"г. Минск, ул. Скорины, 46",,"M, V, L",,53.929472209046,27.701916869055
700363,аг. Щомыслица,,"M, V, L","M, L",53.816861111111,27.44397222
700370,д. Валерьяново,,"M, V, L",,53.974619444444,27.6673
700372,"д. Боровляны, ул. Фрунзенская, 43",,"M, V, L","M, L",53.997580555556,27.69073611
700374,"п/о Острошицкий городок, ОСК «Раубичи»",,"M, V, L",,54.059916666667,27.73783333
700377,аг. Большевик,,"M, V, L",M,54.002647222222,27.58063611
700378,д. Комсомолец,,"M, V, L",,54.078205555556,27.56448611
700379,"аг. Лесной, 15",,"M, V, L",,54.009266666667,27.67936111
700382,д. Малая Воловщина,,"M, V, L","M, L",53.972611111111,27.25780556
700383,д. Паперня,,"M, V, L",,54.029277777778,27.56758333
700396,аг. Лошаны,,"M, V, L",,54.05,27.29741667
700405,"г. Марьина Горка, ул. Советская, 13",,"M, V, L","M, L",53.512305555556,28.14833333
700406,"г. Марьина Горка, ул. Новая Заря",,"M, V, L","M, L",53.5,28.16527778
700411,д. Самохваловичи,,"M, V, L","M, L",53.736583333333,27.52461111
700415,"г. Копыль, ул. Замковая, 1",,"M, V, L","M, L",53.151536111111,27.09285833
700417,"г. Любань, ул. Первомайская, 27",,"M, V, L","M, L",52.79075,28.00191667
700420,"г. Слуцк, ул. Чехова, 55",,"M, V, L","M, L",53.042936111111,27.56047222
700423,"г. Слуцк, ул. Головащенко, 3",,"M, V, L","M, L",53.000497222222,27.51603056
700424,"г. Солигорск, ул. Коржа, 5",,"M, V, L","M, L",52.782055555556,27.54022222
700425,"г. Солигорск, пр-т Мира, 32",,"M, V, L","M, L",52.785408333333,27.52384722
700426,"г. Солигорск, ул. Ленинского Комсомола, 38",,"M, V, L",M,52.792813888889,27.54466111
700427,"г. Солигорск, ул. Октябрьская, 53а",,"M, V, L",M,52.78951111787,27.51374814
700445,"г. Солигорск, ул. Заслонова, 61",,"M, V, L",,52.783491666667,27.513672222222
700447,"г. Копыль, ул. Партизанская, 32",,"M, V, L",,53.144361111111,27.10136111
700501,"Минский р-н, н.п. Королев Стан",,"M, V, L",M,53.996055555556,27.79047222
700502,"Смолевичский р-н, н.п. Орешники",,"M, V, L",M,53.9773,27.9508
700504,"г. Минск, Национальный аэропорт",,"M, V, L",,53.889944444444,28.03133333
700505,д. Полевая,,"M, V, L",M,54.021027777778,28.21052778
700506,"г. Смолевичи, ул. Трудовая, 18",,"M, V, L",M,54.030805555556,28.08472222
700507,"г. Жодино, пр-т Мира, 19",,"M, V, L","M, L",54.089552777778,28.308425
700510,"г. Борисов, ул. Чапаева, 1",,"M, V, L","M, L",54.22375,28.51283333
700511,"г. Борисов, ул. Строителей, 29",,"M, V, L","M, L",54.204472222222,28.49522222
700512,"г. Борисов, ул. Нормандия-Неман, 167",,"M, V, L","M, L",54.261888888889,28.51494444
700514,"г. Борисов, ул. Строителей, 44",,"M, V, L","M, L",54.211333333333,28.47533333
700517,"г. Борисов, ул. Днепровская, 21а",,"M, V, L",,54.238277777778,28.46903889
700518,"г. Борисов, ул. Труда, 5",,"M, V, L","M, L",54.220861111111,28.53077778
700532,"г. Логойск, ул. Минская, 2",,"M, V, L","M, L",54.190277777778,27.83333333
700548,"г. Мядель, ул. Коммунистическая, 23",,"M, V, L",,54.886694444444,26.915
700603,г. Крупки,,"M, V, L","M, L",54.324194444444,29.10966667
700622,"г. Червень, пл. Свободы, 32",,"M, V, L","M, L",53.714666666667,28.419
700624,"г. Березино, ул. Октябрьская, 17",,"M, V, L",M,53.834027777778,28.99305556
700729,"г. Минск, ул. Громова, в районе домов 22,28",,"M, V, L",M,53.8534,27.445175
700749,"г. Клецк, ул. Партизанская, 6",,"M, V, L",M,53.069341666667,26.63121389
700764,"г. Столбцы, ул. Машиностроителей, 1",,"M, V, L","M, L",53.50015,26.76138611
700766,"г. Дзержинск, ул. Фоминых, 19",,"M, V, L","M, L",53.684744444444,27.16702222
700767,"г. Дзержинск, ул. Фурманова, 2",,"M, V, L","M, L",53.681833333333,27.13558333
700768,"г. Несвиж, ул. Сновская, 2",,"M, V, L",M,53.229444444444,26.65902778
700851,д. Хатежино,,"M, V, L",M,53.915152777778,27.281225
700852,"г. Горанский с\с, 7",,"M, V, L",,53.91188892467,27.182388997253
700881,"г. Молодечно, ул. Богдана Хмельницкого, 42А",,"M, V, L","M, L",54.293491666667,26.839625
700882,"г. Молодечно, пл. Центральная, 3",,"M, V, L","M, L",54.306527777778,26.83716667
700883,"г. Молодечно, Замковая, 19",,"M, V, L","M, L",54.323586111111,26.87871111
700884,"г. Молодечно, ул. Великий Гостинец, 143",,"M, V, L","M, L",54.297583333333,26.86691667
700888,"г. Вилейка, ул. Маркова, 20",,"M, V, L",M,54.485141666667,26.90961667
700892,д. Светлый путь,,"M, V, L","M, L",54.065347222222,27.24760833
700955,"г. Минск, ул. Голубка, 8",,"M, V, L","M, L",53.924833333333,27.44825
700959,"м-н «Копище», в районе д.№3 по ул. Лопатина",,"M, V, L",,53.957833333333,27.67625
701003,"г. Минск, пр-т Независимости, 116",,"M, V, L","M, L",53.931380555556,27.64594444
701006,"г. Минск, ул. Веры Хоружей, 25",,"M, V, L","M, L",53.920611111111,27.56647222
701007,"г. Минск, пр-т Дзержинского, 104",,"M, V, L",,53.862388888889,27.48044444
701009,"г. Минск, пр-т Независимости, 44",,"M, V, L","M, L",53.9108,27.5788
701022,"г. Минск, ул. Каховская, 26  ",,"M, V, L","M, L",53.928777777778,27.55027778
701045,"г. Минск, пр-т Победителей, 20/2",,,M,53.93368,27.508722
701054,"г. Минск, пр-т Победителей, 65",,"M, L",,53.926861111111,27.51691667
701083,«Озерный»,,"M, V, L",M,54.083858333333,27.68030278
701102,"г. Минск, Привокзальная пл., 5",,"M, V, L","M, L",53.890758333333,27.55095278
701106,"трасса М6 Минск-Гродно, СТО38 РУП Белоруснефть-Минскавтозаправка",,"M, V, L",,53.910999975254,27.404166540069
701127,"г. Минск, ул. Жиновича, д. 21",,"M, V, L","M, L",53.923255,27.442299
701128,"г. Минск, ул. Петра Мстиславца, 11",,"M, V, L","M, L",53.93344,27.65191
701134,"г. Минск, пр-т Независимости, д. 75",,"M, V, L",,53.921864,27.597864
701147,"г. Минск, ул. Лобанка, в районе домов 78, 88",,"M, V, L","M, L",53.891288888889,27.42800278
701152,"г. Минск, ул. Гуртьева, в районе д. №6",,"M, V, L",M,53.958138888889,27.73858056
701158,"г. Минск, ул. Селицкого, в р-не д. 15",,"M, V, L",M,53.809753,27.688983
701159,"г. Минск, пр-т Дзержинского , д. 129,131 ",,"M, V, L",,53.845217,27.476825
701160,"г. Минск, ул. Восточная, 131",,"M, V, L",,53.940249995947,27.598694342163
701161,"г. Минск, ул. Мястровская, д. 27",,"M, V, L",,53.938725,27.464975
701166,"г. Солигорск, ул. Северная, 27а",,"M, V, L",M,52.799616666667,27.54458333
701169,"г. Минск, ул. Надеждинская, 2",,"M, V, L",M,53.883777777778,27.56502778
701175,"г. Минск, ул. Карла Либкнехта, 71а",,"M, V, L","M, L",53.894694444444,27.52316667
701176,"г. Минск, ул. Тикоцкого, в р-не д. 46а ",,"M, V, L",,53.953417,27.638875
701177,"г. Дзержинск, ул. Протасова, 5б",,"M, V, L",M,53.682388888889,27.11726111
701182,"Минская обл., Минский р-н, д. Ельница",,"M, V, L",M,53.832356,27.734861
701186,"г. Минск, ул. Семеняко, д. 30, 36, 42 ",,"M, V, L","M, L",53.875587,27.454727
701188,"г. Молодечно, ул. Великий Гостинец, 144",,"M, V, L",M,54.295913888889,26.88856389
701193,"Минская обл., Молодечненский р-н, д. Новый Двор",,"M, V, L",,54.12872,27.35323
701228,"г. Минск, ул. Ваупшасова, 31",,"M, V, L",M,53.901444444444,27.65952778
701229,"г. Минск, пл. Парижской коммуны, 1",,"M, V, L",,53.910525,27.56154444
701232,"г. Минск, ул. Аранская, 11",,"M, V, L",,53.887811111111,27.57413333
701234,"г. Слуцк, ул. Социалистическая, д.144",,"M, V, L",,53.030667,27.590333
701235,"г. Минск, пересечение ул. Янки Купалы и ул. Интернациональная",,"M, V, L",,53.906161111111,27.56427222
701239," г. Минск, ул. Ратомская",,"M, V, L",,53.942869,27.458953
701243,"г. Минск, пр-т Дзержинского, в районе домов № 9 и № 11",,"M, V, L",M,53.888997222222,27.521675
701254,"г. Минск, пр-т Независимости, д.115",,"M, V, L",,53.929886,27.632453
701260,"г. Минск, в районе пересечения ул. Аэродромная и ул. Чкалова",,"M, V, L",M,53.872577777778,27.53420556
701265,"аг. Острошицкий Городок, ул. Ленинская, 86",,"M, V, L",M,54.060211111111,27.69819444
701269,"г. Минск, мк-рн Сокол, ул. Барамзиной, д. 10А ",,"M, V, L",,53.876072,27.905105
701279,"г. Минск, пр-т Дзержинского, 5",,"M, V, L",M,53.890666666667,27.52575
701281,"г. Минск, ул. Притыцкого, д.93",,"M, V, L",,53.905086,27.440853
701290,"г. Минск, ул. Сухаревская, 16",,"M, V, L",,53.88597504,27.43841418
701295,"Драчковский  с/с, 6, 1,2 км восточнее д. Быкачино, Китайско-Белорусский индустриальный парк «Великий Камень»",,"M, V, L",,53.909056111111,27.97638889
701304,"г. Минск, ул. Слободская, 47",,"M, V, L","M, L",53.85325,27.4355
701305," г. Минск, пр-т Победителей, 111-25",,"M, V, L","M, L",53.935485972222,27.48444981
701309,"г. Минск, пр-т Победителей, 111-25",,,M,53.934699944444,27.48197481
701310,"г. Минск, пр-п. Победителей, 111",,,M,53.935999972222,27.48163897
701311,"г. Минск, ул. Красная, 7",,"M, V, L","M, L",53.914233333333,27.57388611
701312,"Минский р-н, п/о Стайки",,"M, V, L",,53.809555555556,27.7325
701322,"г. Борисов, ул. Гагарина 119, стадион ФК БАТЭ",,"M, L",M,54.19309725,28.47506111
701324,"г. Минск, пр-т Партизанский, 8",,"M, V, L",,53.883042031473,27.592301216999
701330,"г. Минск, ул. Свердлова, 13а",,"M, V, L","M, L",53.891302777778,27.56015
701333,"г. Слуцк, ул. Транспортная, д. 4",,"M, L",M,53.006494,27.518197
701336,"г. Минск, ул. Либаво-Роменская, 23",,"M, V, L",,53.871,27.56268
701344,"г. Минск, ул. Независимости, 196",,"M, L",,53.95059,27.70811
701352,"г. Минск ул. Сурганова, 2а",,"M, V, L",,53.918766,27.607278
701354,"г. Минск, ул. Кирова, 8",,,M,53.895757,27.559466
701355,"г. Минск, ул. Кирова, 8",,,M,53.895914,27.561019
701356,"г. Минск, ул. Кирова, 8",,,M,53.89478,27.561178
701357,"г. Минск, ул. Кирова, 8",,,M,53.89453,27.559307
701370,"д. Боровая, 7",,"M, V, L",,53.964761111111,27.64394722
701371,"г. Минск, ул. Есенина, 121",,"M, V, L",,53.864888888889,27.43544444
701380,д. Копище,,"M, V, L",,53.960466666667,27.668205555556
701389,"г. Минск, ул. Волгоградская, в р-не, д. 24а ",,"M, V, L",M,53.933286,27.621619
701393,"г. Минск, пр-т Рокосовского, 151/1",,"M, V, L",M,53.855027777778,27.61666667
701400,"г. Минск, ул. Академика Карского, в районе д. 19,27",,"M, V, L",M,53.875777777778,27.43986111
701415,"г. Дзержинск, ул. 1-я Ленинская, д. 92А",,"M, V, L",,53.684617,27.155859
701417,"г. Минск, ул. Казинца, д. 46",,"M, V, L",M,53.859189,27.516539
701427,"г. Минск, пр. Независимости, 148, к 2",,"M, V, L",M,53.934201611111,27.667028
701430,"г. Несвиж, ул. Советская, д. 21",,"M, V, L",,53.221322,26.673739
701432,"д. Боровая, ул. Спортивная, д. 3",,"M, V, L",,53.957481,27.641669
701442,"г. Жодино, ул. Московская, 111",,"M, V, L","M, L",54.094416666667,28.33391944
701449,"г. Столбцы, ул. Центральная, д. 14",,"M, V, L",M,53.490775,26.73865
701455,"г. Минск, ул. Селицкого, в р-не, д. 103, 105",,"M, V, L",M,53.842036,27.705822
701476,"г. Минск, пр-т Победителей, в районе пересечения с ул. Нарочанской",,"M, V, L",,53.938071,27.47723
701579,"г. Минск, ул. Ф. Скорины, 54а",,"M, V, L",,53.935416666667,27.70572222
701582,"г. Минск, ул. Маяковского, д. 176",,"M, V, L","M, L",53.859178,27.567
701584,"г. Минск, ул. Семашко, д. 15",,"M, V, L",,53.858,27.500136
701588,"г. Минск, Пр-т Победителей, 112",,"M, L",,53.942088,27.469013
701596,"г. Минск, ул. Машиностроителей, д. 18",,"M, V, L","M, L",53.850591,27.655658
701598,"г.Борисов, ул. Серебренникова, д. 20Б",,"M, V, L",,54.179314,28.473158
701600,"Ждановичский с/с, 81",,,"M, L",53.961102777778,27.43460556
701628,"г. Минск, ул Тимирязева, д. 15А",,"M, V, L","M, L",53.910506,27.523703
701630,"г. Смолевичи, ул. Первомайская 101",,"M, V, L",,54.013667694444,28.098786555556
701666,"Заречье, жилой комплекс «Восток»",,"M, V, L",,53.982027777778,27.43688889
701733,"г.Борисов, в/ч Печи, в р-не ул. Серебренникова",,"M, V, L",,54.176053,28.474303
701851,д. Таборы ,,"M, V, L","M, L",53.898055555556,27.33469444
701911,"г. Дзержинск, ул. Боровая",,"M, V, L",,53.693916666667,27.102497222222
701972,"г. Борисов, ул. Строителей, 19 ",,"M, V, L","M, L",54.205344,28.505367
702010,"Минская обл., Минский р-н, д. Боровая-1 ",,"M, V, L",,53.960806,27.631778
702011,"г. Минск, ул. Каменогорская, д.8",,"M, V, L","M, L",53.912122222222,27.416825
702012,"г. Минск, ул. Корженевского, 16д",,"M, V, L","M, L",53.843222222222,27.52511111
702013,"г. Минск, ул. Мястровская, 2",,"M, V, L",M,53.931916666667,27.47561111
702014,"г. Минск, пр. Дзержинского, 95",,"M, V, L","M, L",53.858,27.4849
702020,"г. Минск пр. Победителей, 4А",,"M, V, L",M,53.91056,27.55194
702021,"г. Минск, ул. Даумана, 23",,"M, V, L","M, L",53.918758333333,27.54855833
702022,"г. Минск, пр-т Газеты Звязда, 33",,"M, V, L",,53.863764,27.46925
702025,"г. Минск, ул. Я. Дроздовича, д. 3",,"M, V, L",,53.847667,27.563917
702026,"г. Минск, ул. Захарова, 76",,"M, V, L",M,53.894916666667,27.58927778
702027,"г. Минск, ул. Беломорская, 16",,"M, V, L",,53.924152777778,27.58838889
702028,"г. Минск, ул. Водолажского, 23А",,"M, V, L","M, L",53.941322222222,27.713
702029,"г. Минск, ул. Малинина, д. 1",,"M, V, L",M,53.8566,27.62838
702030,"г. Минск, пр-т Независимости, 58",,"M, V, L",M,53.917683333333,27.58870833
702031,"г. Минск, ул. Петруся Бровки, 12/2",,"M, V, L",,53.915430555556,27.59646111
702056,"г. Минск, пр-т Дзержинского, д.91",,"M, V, L","M, L",53.859533,27.482176
702084,"г. Минск, пр-т. Жукова, 29",,"M, V, L","M, L",53.884913888889,27.50470278
702086,"г. Фаниполь, ул.Заводская, 47",,"M, V, L",,53.742,27.36162778
702100,"г. Минск, ул. Седых д.66",,"M, V, L",M,53.946808332198,27.640352870833
702101,"г. Минск, ул. Рафиева, 27",,"M, V, L",,53.867527720096,27.457944519825
702103,д. Дубенцы,,"M, V, L",,53.857472222222,27.27577778
702104,"г. Минск, пр-т Дзержинского, 126",,"M, V, L","M, L",53.848,27.47141667
702106,"г. Минск, ул. Якуба Коласа, 22, к. 1",,"M, V, L",,53.923416666667,27.59186111
702108,"г. Минск, ул. Понамаренко, 35а",,"M, V, L",M,53.892944444444,27.49383333
702109,"г. Минск, ул. Академика Купревича,  5/2",,"M, V, L",M,53.928436111111,27.69016667
702111,"г. Минск, ул. Смолячкова, 9",,"M, V, L",M,53.910888888889,27.58566667
702113,"г. Минск, ул. Измайловская, 1",,"M, V, L",,53.939916634631,27.588944464975
702117,"г. Минск, ул. Уручская, 11а",,"M, V, L",,53.9507,27.69372778
702118,"г. Минск, ул. Вокзальная, 23",,"M, V, L","M, L",53.88925,27.55058333
702119,"г. Старые Дороги, ул. Кирова, 109а",,"M, V, L",,53.048555555556,28.26336111
702120,"г. Минск, ул. Короля, 23",,"M, V, L",M,53.904138888889,27.53758333
702122,"г. Фаниполь, ул. Янки Купалы, 3",,"M, V, L","M, L",53.751083333333,27.33252778
702128,"г. Минск, ул. Асаналиева, 6а",,"M, V, L",,53.853292983226,27.552003853733
702129,"г. Минск, ул. Фрунзе, 5",,"M, V, L",,53.906027777778,27.57466667
702130,"аг. Михановичи, ул. Привокзальная, 4А",,"M, V, L",,53.744388888889,27.69205556
702132,"г. Слуцк, пер. М. Богдановича 2-ой, 10В",,"M, V, L",M,53.015,27.55555556
702137,"аг. Лесной, 17",,"M, V, L",,54.005396638889,27.681470833333
702139,"г. Минск, ул. Гамарника, 7/2",,"M, V, L",,53.954225,27.61391944
702142,"г. Минск, ул. Притыцкого, 62/2",,"M, V, L","M, L",53.908311111111,27.45967778
702145,аг. Слобода,,"M, V, L","M, L",54.002169444444,27.87649722
702146,"г. Минск, ул. Народная, 12Б",,"M, V, L",,53.874152777778,27.61570556
702148,"г. Минск, ул. Льва Сапеги, 5",,"M, V, L","M, L",53.877,27.48475
702153,"г. Минск, ул. Буденного, 1а",,"M, V, L","M, L",53.881666666667,27.6075
702154,"г. Минск, ул. Переходная, 64",,"M, V, L","M, L",53.886805555556,27.64883333
702155,"г. Жодино, ул. Рокоссовского, 11а",,"M, V, L","M, L",54.097166666667,28.28683333
702161,"д. Зацень, ул. Луговая, 1а",,"M, V, L",,53.970055555556,27.50755556
702168,"г. Минск, ул. Н. Орды, 25",,"M, V, L",,53.844510939575,27.482153012745
702170,"г. Минск, ул. Кирова, 33",,"M, V, L",,53.899281990925,27.56370096
702171,д. Ратомка,,"M, V, L",M,53.935388888889,27.35516667
702172,"д. Колодищи, Волмянский шлях",,"M, V, L",M,53.951916666667,27.80775
702178,"г. Минск, ул. Гаруна, 13, пом. 2",,"M, V, L",,53.920693973387,27.442667138426
702180,"г. Минск, ул. Неманская, 14",,"M, V, L",M,53.910611111111,27.42836111
702183,д. Заболотье,,"M, V, L","M, L",53.790166666667,27.39821667
702186,д. Тарасово,,"M, V, L",,53.92425,27.39069444
702188,"г. Солигорск, ул. Судиловского",,"M, V, L",M,52.785944444444,27.49930556
702194,"Колодищанский с/с, район аг. Колодищи",,"M, V, L",M,53.962527777778,27.76252778
702196,"г. Борисов,  6 микрорайон (район пересечения ул. 50 лет БССР - кольцевая дорога)",,"M, V, L","M, L",54.216780555556,28.46858056
702200,"г. Солигорск, ул. Ленинского Комсомола, д. 51",,"M, V, L","M, L",52.79795,27.53756944
702201,"д. Ждановичи, Санаторий лазурный",,"M, V, L",,53.961527777778,27.44413889
702202,"г. Минск, ул. Болеслава Берута, 5",,"M, V, L",M,53.904425,27.50378611
702206,"г. Минск, пр-т Рокоссовского, 89а",,"M, V, L","M, L",53.861555555556,27.61361111
702207,"г. Минск, ул. Карбышева, 7/2",,"M, V, L",,53.9548,27.62841111
702208,"г. Минск, ул. Асаналиева, 40/1",,"M, V, L","M, L",53.851138888889,27.5455
702209,"г. Минск, ул. Калиновского, 66А",,"M, V, L",,53.939141666667,27.650775
702211,"г. Минск, ул. Плеханова, 91",,"M, V, L","M, L",53.861222222222,27.60380556
702212,"г. Минск, ул. П.Глебки, 118",,"M, V, L",,53.927669992854,27.481921931699
702216,"г. Минск, ул. Ангарская, 38",,"M, V, L","M, L",53.871333333333,27.68458333
702218,"г. Минск, ул. Кузьмы Чорного, 5",,"M, V, L","M, L",53.924227777778,27.60633889
702219,"г. Минск, ул. Слободская, 9",,"M, V, L",M,53.862861111111,27.43033333
702220,"г. Минск, ул. Ауэзова, 11",,"M, V, L",M,53.837583333333,27.64294444
702221,"г. Минск, ул. Социалистическая, 2",,"M, V, L","M, L",53.856808333333,27.65770556
702223,"г. Минск, ул. Матусевича 36/1",,"M, V, L","M, L",53.915472222222,27.47372222
702224,"г. Минск, ул. Гурского, 30",,"M, V, L","M, L",53.883423976699,27.480002019662
702225,"г. Минск, ул. Притыцкого, 148",,"M, V, L","M, L",53.907863888889,27.43694722
702226,"г. Минск, ул. Руссиянова, 17",,"M, V, L","M, L",53.935938888889,27.68503889
702227,"г. Минск, ул. Ваупшасова, 4",,"M, V, L",M,53.888166666667,27.63483333
702228,"г. Минск, ул. Севастопольская, 121",,"M, V, L","M, L",53.941277777778,27.61086111
702229,"г. Минск, ул. Макаенка, 17",,"M, V, L",M,53.917861111111,27.62863889
702231,"г. Минск, ул. Кижеватова, 72/3",,"M, V, L","M, L",53.846763888889,27.53350833
702232,"г. Минск, ул. Кижеватова, 58, БСМП",,"M, V, L","M, L",53.85204607,27.535310952
702234,"г. Минск, пр-т Рокоссовского, 44",,"M, V, L",,53.8665,27.59180556
702237,"г. Минск, пер. Кабушкина, 19а",,"M, V, L",,53.867516666667,27.64386111
702238,"г. Минск, ул. Сердича, 10",,"M, V, L",,53.911757991678,27.48922090878
702239,"г. Минск, ул. Серова, 22",,"M, V, L",,53.841638888889,27.55397222
702240,"г. Минск, Долгиновский тракт, 39 ",,"M, V, L",M,53.937922222222,27.54337222
702246,"г. Минск, ул. Матусевича, 37",,"M, V, L",M,53.917194444444,27.45070278
702247,"г. Минск, ул. Охотская, 120",,"M, V, L","M, L",53.881147991536,27.669044892975
702248,"г. Минск, ул. Казинца, 21, к. 2",,"M, V, L","M, L",53.861944444444,27.52222222
702249,"г. Минск, ул. Герасименко, 57",,"M, V, L","M, L",53.890333287333,27.677111040807
702252,"г. Минск, ул. Сурганова, 47-5",,"M, V, L","M, L",53.9274,27.5851
702253,"г. Минск, пер. 3-й Можайский, 19",,"M, V, L",,53.943620081149,27.580209084159
702256,"г. Минск, ул. Уборевича, 81",,"M, V, L","M, L",53.835638888889,27.65016667
702262,"г. Минск, ул. Хмаринская, 25",,"M, V, L",,53.970888888889,27.58338889
702266,"г. Минск, пр-т Независимости, 129, к. 1",,"M, V, L",M,53.935222222222,27.64363889
702267,"г. д. Ждановичи, ул. Кольцевая, д. 19",,"M, V, L",,53.936399994643,27.425969969221
702268,"г. Минск, ул. Лидская, 12",,"M, V, L","M, L",53.921977777778,27.43247222
702269,"г. Минск, р-н ул. Скрипникова, д. 4",,"M, V, L",,53.890236070347,27.423016563838
702271,"г. Минск, ул. Пимена Панченко, 8 ",,"M, V, L",,53.882627777778,27.42440556
702272,"г. Минск, ул. Гурского, 23",,"M, V, L","M, L",53.879555555556,27.49088889
702277,"г. Минск, ул. Октябрьская, 5",,"M, V, L","M, L",53.893222222222,27.56719444
702278,"аг. Лесной, ул. Н.Н. Александрова, 15",,"M, V, L",,54.013027777778,27.67797222
702281,"г. Минск, ул. Скрипникова, 43",,"M, V, L","M, L",53.89856706619,27.422084099207
702282,"г. Минск, ул. Скрипникова, 25",,"M, V, L","M, L",53.893394444444,27.42095278
702283,"г. Минск, ул. Руссиянова, 6",,"M, V, L",M,53.942741666667,27.68610556
702287,"г. Минск, ул. Якубова, 9",,"M, V, L",M,53.858083333333,27.58875
702293,"г. Минск, ул. Филатова, 13",,"M, V, L","M, L",53.869222222222,27.63233333
702299,"г. Минск, ул. Шабаны, 16",,"M, L",,53.835204,27.697502
702300,д. Скураты,,"M, V, L",,54.018194444444,27.97166667
702309,п. Октябрьский,,"M, V, L",M,54.041111111111,28.20063889
702313,"аг. Озерцо, Щомыслицкий с/с, ул. Центральная, 29",,"M, V, L",M,53.840916666667,27.39194444
702316,"г. Жодино, ул. Сухогрядская, 3/2",,"M, V, L",,54.085482961801,28.301740879824
702317,"аг. Колодищи, ул. Чкалова, 2",,"M, V, L",M,53.945555555556,27.77669444
702320,"г. Минск, ул. Волгоградская, 35",,"M, V, L",,53.935613888889,27.61666389
702333,п. Сухорукие,,"M, V, L",,53.907861111111,27.74427778
702334,д. Заболотье,,"M, V, L",,53.776666666667,27.921
702338,"д. Гатово, ул. Металлургическая, 16а",,"M, V, L","M, L",53.782883333333,27.63150833
702339,"г. Минск, ул. Колесникова, 1",,"M, V, L","M, L",53.916841666667,27.43578611
702340,"д. Цнянка, в/г 137А, д. 1",,"M, V, L",M,53.987416666667,27.50625
702357,"г. Воложин, ул. Комсомольская, 4",,"M, V, L",,54.091194444444,26.52175
702361,"г. Минск, ул. Основателей, 24",,"M, V, L",M,53.939666666667,27.72647222
